id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
467013,CA,INDIVIDUAL,< 1 year,Toms Truck Center,B,RENT,2021-12-9,2021-12-12,2021-12-12,Fully Paid,2022-1-12,587035,credit card,B2, 36 months,Not Verified,65000,0.0163,412.11,0.1148,12500,31,14836
481536,IL,INDIVIDUAL,< 1 year,Chicago Bancorp,B,RENT,2021-2-10,2021-11-11,2021-11-11,Fully Paid,2021-12-11,612446,credit card,B2, 36 months,Not Verified,28000,0.2361,97.16,0.1025,3000,21,3403
297783,CA,INDIVIDUAL,< 1 year,,B,RENT,2021-3-8,2021-8-7,2021-4-11,Fully Paid,2021-5-11,297780,credit card,B3, 36 months,Not Verified,150000,0.0686,646.1,0.1008,20000,10,23259
553920,KY,INDIVIDUAL,< 1 year,Fayette County School District,B,RENT,2021-7-10,2021-8-13,2021-8-13,Fully Paid,2021-9-13,408928,credit card,B4, 36 months,Not Verified,27600,0.1748,32.98,0.1149,1000,21,1187
467851,NV,INDIVIDUAL,< 1 year,Lemper Pain Clinic,B,RENT,2021-12-9,2021-8-12,2021-7-12,Fully Paid,2021-8-12,588862,credit card,B5, 36 months,Not Verified,50000,0.1678,368.13,0.1253,11000,11,13196
445902,CA,INDIVIDUAL,< 1 year,,B,RENT,2021-10-9,2021-11-14,2021-2-12,Fully Paid,2021-3-12,544885,credit card,B5, 36 months,Not Verified,28000,0.1521,60.24,0.1253,1800,19,2147
442869,NY,INDIVIDUAL,9 years,American Museum of Natural History,B,RENT,2021-9-9,2021-9-12,2021-10-12,Fully Paid,2021-11-12,538200,credit card,B1, 36 months,Not Verified,45000,0.2213,328.04,0.1114,10000,21,11810
364583,CO,INDIVIDUAL,1 year,Melco Embroidery Systems,B,RENT,2021-12-8,2021-5-16,2021-12-11,Fully Paid,2022-1-11,375239,credit card,B3, 36 months,Not Verified,45000,0.1883,594.39,0.1083,18200,18,21398
885944,NY,INDIVIDUAL,2 years,Yonkers Public Schools,B,RENT,2021-9-11,2021-3-16,2021-10-13,Fully Paid,2021-11-13,1101724,credit card,B1, 36 months,Not Verified,18144,0.1217,86.21,0.0991,2675,8,3037
874158,CA,INDIVIDUAL,2 years,sgk home solutions,B,RENT,2021-9-11,2021-9-14,2021-9-14,Fully Paid,2021-10-14,1088555,credit card,B4, 36 months,Not Verified,72000,0.183,230.8,0.1149,7000,37,8309
558597,CA,INDIVIDUAL,2 years,Corporate Translations.com,B,RENT,2021-8-10,2021-8-13,2021-8-13,Fully Paid,2021-9-13,719060,credit card,B5, 36 months,Not Verified,40000,0.2145,248.61,0.1186,7500,16,8951
488396,CA,INDIVIDUAL,2 years,Bushman Products,B,RENT,2021-2-10,2021-3-16,2021-3-13,Fully Paid,2021-4-13,622823,credit card,B5, 36 months,Not Verified,76000,0.0895,263.29,0.1136,8000,38,9479
788794,CO,INDIVIDUAL,3 years,,B,RENT,2021-6-11,2021-4-13,2021-4-13,Fully Paid,2021-5-13,992579,credit card,B3, 36 months,Not Verified,45000,0.0493,261.88,0.1099,8000,63,9154
639472,NJ,INDIVIDUAL,4 years,Hainesport Community Baptist Church,B,RENT,2021-1-11,2021-1-15,2021-7-12,Fully Paid,2021-8-12,818683,credit card,B1, 36 months,Not Verified,43000,0.1072,320.94,0.0963,10000,29,11091
464841,NY,INDIVIDUAL,5 years,GEICO INSURANCE,B,RENT,2021-12-9,2021-8-13,2021-10-10,Fully Paid,2021-11-10,582878,credit card,B1, 36 months,Not Verified,55000,0.062,82.01,0.1114,2500,13,2707
729661,MD,INDIVIDUAL,5 years,ADC Corp,B,RENT,2021-4-11,2021-10-15,2021-5-14,Fully Paid,2021-6-14,925462,credit card,B5, 36 months,Not Verified,45000,0.248,196.75,0.1111,6000,26,7083
758239,AZ,INDIVIDUAL,7 years,USDA-NRCS,B,RENT,2021-5-11,2021-4-16,2021-6-14,Fully Paid,2021-7-14,958376,credit card,B3, 36 months,Not Verified,41000,0.187,130.94,0.1099,4000,9,4714
480530,FL,INDIVIDUAL,8 years,Plaza Gifts and Jewelry,B,RENT,2021-2-10,2021-2-13,2021-2-13,Fully Paid,2021-3-13,610899,credit card,B3, 36 months,Not Verified,25000,0.0706,162.8,0.1062,5000,13,5861
468463,CA,INDIVIDUAL,9 years,Morrison & Foerster LLP,B,RENT,2021-12-9,2021-5-16,2021-1-13,Fully Paid,2021-2-13,590022,credit card,B1, 36 months,Not Verified,170000,0.1079,328.04,0.1114,10000,17,11810
865872,CO,INDIVIDUAL,< 1 year,Industry Built,B,RENT,2021-9-11,2021-9-13,2021-9-13,Fully Paid,2021-10-13,1079151,credit card,B1, 36 months,Not Verified,66000,0.2167,580.73,0.0999,18000,16,20298
466516,WA,INDIVIDUAL,< 1 year,United Technologies,B,RENT,2021-12-9,2021-2-11,2021-2-11,Fully Paid,2021-3-11,586023,credit card,B2, 36 months,Not Verified,75000,0.119,197.82,0.1148,6000,17,6638
429324,MA,INDIVIDUAL,1 year,American Institutes for Research,B,RENT,2021-7-9,2021-4-16,2021-8-12,Fully Paid,2021-9-12,508634,credit card,B4, 36 months,Not Verified,43000,0.1794,182.41,0.1189,5500,14,6566
732581,CA,INDIVIDUAL,10+ years,City of Anaheim,B,RENT,2021-4-11,2021-5-16,2021-2-14,Fully Paid,2021-3-14,928801,credit card,B1, 36 months,Not Verified,64800,0.0506,240.71,0.0963,7500,16,8654
297256,ID,INDIVIDUAL,1 year,Colliers International,C,RENT,2021-3-8,2021-3-16,2021-4-11,Fully Paid,2021-5-11,297223,credit card,C1, 36 months,Not Verified,35713.6,0.171,201.44,0.1103,6150,6,7251
377687,TX,INDIVIDUAL,1 year,Home Depot,C,RENT,2021-11-9,2021-5-11,2021-4-11,Fully Paid,2021-5-11,360670,credit card,C1, 36 months,Not Verified,21300,0.1008,134.54,0.1287,4000,10,4589
358778,CA,INDIVIDUAL,1 year,Midwest Television,C,RENT,2021-10-8,2021-11-12,2021-11-11,Fully Paid,2021-12-11,365583,credit card,C1, 36 months,Not Verified,52000,0.0909,264.88,0.1178,8000,10,9535
608067,VA,INDIVIDUAL,1 year,Fauquier County,C,RENT,2021-11-10,2021-1-14,2021-4-11,Fully Paid,2021-5-11,779991,credit card,C1, 36 months,Not Verified,61400,0.1628,408.23,0.1223,12250,31,12845
542233,CA,INDIVIDUAL,1 year,GIBSON INTERIOR DESIGN,C,RENT,2021-7-10,2021-1-15,2021-7-13,Fully Paid,2021-8-13,699776,credit card,C2, 36 months,Not Verified,59200,0.1228,339.89,0.1361,10000,10,12236
678588,TX,INDIVIDUAL,1 year,WirelessPcs,C,RENT,2021-2-11,2021-8-15,2021-3-14,Fully Paid,2021-4-14,866925,credit card,C2, 36 months,Not Verified,48000,0.2085,505.85,0.1306,15000,13,18210
480240,NJ,INDIVIDUAL,1 year,American International Group,C,RENT,2021-1-10,2021-5-16,2021-3-10,Fully Paid,2021-4-10,610366,credit card,C2, 36 months,Not Verified,73000,0.2134,472.43,0.1311,14000,33,14153
492659,GA,INDIVIDUAL,1 year,Emory University/VA Medical Center,C,RENT,2021-3-10,2021-3-13,2021-3-13,Fully Paid,2021-4-13,630108,credit card,C2, 36 months,Not Verified,85500,0.2077,573.67,0.1311,17000,56,20653
415767,CA,INDIVIDUAL,1 year,Acushnet Golf,C,RENT,2021-7-9,2021-4-10,2021-4-10,Fully Paid,2021-5-10,483608,credit card,C3, 36 months,Not Verified,43000,0.2166,309,0.1316,9150,7,9841
468735,CA,INDIVIDUAL,1 year,Domino Reality Management Co.,C,RENT,2021-12-9,2021-12-13,2021-10-10,Fully Paid,2021-11-10,590579,credit card,C3, 36 months,Not Verified,100000,0.1148,407.63,0.1357,12000,15,13108
417234,MA,INDIVIDUAL,1 year,WM,C,RENT,2021-6-9,2021-1-12,2021-1-12,Fully Paid,2021-2-12,486362,credit card,C3, 36 months,Not Verified,63000,0.1206,108.07,0.1316,3200,11,3866
487191,OR,INDIVIDUAL,1 year,Cascade Management Inc.,C,RENT,2021-2-10,2021-3-11,2021-3-11,Fully Paid,2021-4-11,621001,credit card,C3, 36 months,Not Verified,40000,0.2466,441.02,0.1348,13000,17,14525
480085,LA,INDIVIDUAL,1 year,United States Dept. of State,C,RENT,2021-2-10,2021-12-11,2021-11-11,Fully Paid,2021-12-11,610143,credit card,C3, 36 months,Not Verified,510000,0.013,61.07,0.1348,1800,14,2119
553401,VA,INDIVIDUAL,1 year,George Mason University,C,RENT,2021-7-10,2021-8-11,2021-8-11,Fully Paid,2021-9-11,713038,credit card,C4, 36 months,Not Verified,24000,0.1965,266.2,0.1435,7750,8,8720
488779,CA,INDIVIDUAL,1 year,"AlixPartners, LLC",C,RENT,2021-3-10,2021-7-10,2021-7-10,Fully Paid,2021-8-10,253680,credit card,C5, 36 months,Not Verified,180000,0.2293,685.69,0.1422,20000,33,20916
351338,CO,INDIVIDUAL,10+ years,Spectrun GC,C,RENT,2021-7-8,2021-7-11,2021-7-11,Fully Paid,2021-8-11,353908,credit card,C1, 36 months,Not Verified,58000,0.2112,245.65,0.1103,7500,9,8843
374259,AL,INDIVIDUAL,10+ years,US Air Force,C,RENT,2021-1-9,2021-5-16,2021-2-12,Fully Paid,2021-3-12,387938,credit card,C1, 36 months,Not Verified,93000,0.1935,368.13,0.1253,11000,25,13253
540369,PA,INDIVIDUAL,10+ years,SCI-GREENSBURG,C,RENT,2021-7-10,2021-5-13,2021-5-13,Fully Paid,2021-6-13,697663,credit card,C1, 36 months,Not Verified,71000,0.0869,236.64,0.1323,7000,26,8461
966325,UT,INDIVIDUAL,10+ years,Utah Department of Transportation,C,RENT,2021-9-11,2021-5-16,2021-4-14,Fully Paid,2021-5-14,1187196,credit card,C1, 36 months,Not Verified,65000,0.1957,407.17,0.1349,12000,39,14565
486113,OR,INDIVIDUAL,10+ years,Sysco Foodservice,C,RENT,2021-2-10,2021-5-16,2021-3-13,Fully Paid,2021-4-13,619449,credit card,C4, 36 months,Not Verified,100000,0.127,491.1,0.1385,14400,9,17681
493897,CA,INDIVIDUAL,10+ years,Toshiba American Medical Systems,C,RENT,2021-3-10,2021-5-16,2021-4-11,Fully Paid,2021-5-11,632100,credit card,C4, 36 months,Not Verified,49270,0.2319,596.82,0.1385,17500,32,19755
495659,CA,INDIVIDUAL,10+ years,Gables Residential Inc.,C,RENT,2021-3-10,2021-3-13,2021-4-13,Fully Paid,2021-5-13,634922,credit card,C4, 36 months,Not Verified,51000,0.1492,545.67,0.1385,16000,19,19645
621311,MO,INDIVIDUAL,2 years,bluebird holdings cmv llc,C,RENT,2021-11-10,2021-10-15,2021-12-13,Fully Paid,2022-1-13,796281,credit card,C1, 36 months,Not Verified,25200,0.1143,234.94,0.1223,7050,10,8459
493922,TX,INDIVIDUAL,2 years,Trinity Clinic,C,RENT,2021-3-10,2021-3-11,2021-3-11,Fully Paid,2021-4-11,632142,credit card,C1, 36 months,Not Verified,21000,0.0271,335.67,0.1273,10000,9,11107
996417,NY,INDIVIDUAL,2 years,Estee Lauder,C,RENT,2021-10-11,2021-9-14,2021-8-13,Fully Paid,2021-9-13,1221048,credit card,C1, 36 months,Not Verified,113000,0.0598,475.03,0.1349,14000,15,16499
1044444,CO,INDIVIDUAL,2 years,Colorado coalition for the homeless,C,RENT,2021-11-11,2021-1-15,2021-1-15,Fully Paid,2021-2-15,1274792,credit card,C1, 36 months,Not Verified,30000,0.1584,203.59,0.1349,6000,17,7329
455662,FL,INDIVIDUAL,2 years,Aspire Technologies,C,RENT,2021-11-9,2021-1-11,2021-1-11,Fully Paid,2021-2-11,565220,credit card,C1, 36 months,Not Verified,50400,0.1607,403.6,0.1287,12000,28,13522
1034112,TX,INDIVIDUAL,2 years,Nationstar Mortgage,C,RENT,2021-11-11,2021-8-15,2021-12-14,Fully Paid,2022-1-14,1263695,credit card,C2, 36 months,Not Verified,45000,0.0493,343.09,0.1427,10000,4,12351
854256,TX,INDIVIDUAL,2 years,Fort Worth Tire & Service Inc.,C,RENT,2021-8-11,2021-12-14,2021-9-14,Fully Paid,2021-10-14,1066489,credit card,C2, 36 months,Not Verified,41000,0.0647,237.52,0.1349,7000,10,8550
492955,NY,INDIVIDUAL,2 years,East Pleasant Pictures,C,RENT,2021-3-10,2021-10-13,2021-11-11,Fully Paid,2021-12-11,630528,credit card,C2, 36 months,Not Verified,45000,0.1515,283.46,0.1311,8400,23,9654
487131,VA,INDIVIDUAL,2 years,SRA International,C,RENT,2021-2-10,2021-2-12,2021-11-10,Fully Paid,2021-12-10,620917,credit card,C2, 36 months,Not Verified,71500,0.1638,215.97,0.1311,6400,21,6914
815119,MN,INDIVIDUAL,2 years,Regis Corporation,C,RENT,2021-7-11,2021-2-13,2021-1-13,Fully Paid,2021-2-13,1022718,credit card,C2, 36 months,Not Verified,43500,0.2411,352.88,0.1349,10400,26,12074
376486,OR,INDIVIDUAL,2 years,Youth Contact,C,RENT,2021-2-9,2021-5-16,2021-6-12,Fully Paid,2021-7-12,399637,credit card,C3, 36 months,Not Verified,34000,0.2146,303.94,0.1316,9000,20,11192
518192,CA,INDIVIDUAL,2 years,River Springs Charter School,C,RENT,2021-5-10,2021-5-13,2021-6-13,Fully Paid,2021-7-13,669792,credit card,C3, 36 months,Not Verified,46000,0.235,318.06,0.1348,12800,19,11450
490051,CA,INDIVIDUAL,2 years,celluphone,C,RENT,2021-3-10,2021-12-11,2021-12-11,Fully Paid,2022-1-11,625544,credit card,C4, 36 months,Not Verified,80000,0.1551,545.67,0.1385,16000,19,18935
465036,IL,INDIVIDUAL,2 years,CPG Company,C,RENT,2021-12-9,2021-4-12,2021-4-12,Fully Paid,2021-5-12,583211,credit card,C5, 36 months,Not Verified,99700,0.1726,638.09,0.1426,18600,24,22709
472551,CT,INDIVIDUAL,3 years,Tradition Energy,C,RENT,2021-2-10,2021-4-10,2021-4-10,Fully Paid,2021-5-10,596744,credit card,C1, 36 months,Not Verified,44400,0.123,429.65,0.1273,12800,18,12937
321995,NH,INDIVIDUAL,3 years,STATE OF NEW HAMPSHIRE,C,RENT,2021-4-8,2021-4-11,2021-4-11,Fully Paid,2021-5-11,321970,credit card,C1, 36 months,Not Verified,37342.5,0.2497,147.39,0.1103,4500,14,5306
641793,CA,INDIVIDUAL,3 years,Ontario Reign Hockey Club,C,RENT,2021-1-11,2021-5-16,2021-4-13,Fully Paid,2021-5-13,821522,credit card,C2, 36 months,Not Verified,32000,0.1373,241.25,0.1261,7200,11,8576
459139,CA,INDIVIDUAL,3 years,MidWest Television,C,RENT,2021-11-9,2021-11-12,2021-12-12,Fully Paid,2022-1-12,572106,credit card,C2, 36 months,Not Verified,61000,0.1701,270.41,0.1322,8000,9,9735
509318,DC,INDIVIDUAL,3 years,IMS,C,RENT,2021-4-10,2021-2-13,2021-2-13,Fully Paid,2021-3-13,657331,credit card,C2, 36 months,Not Verified,50000,0.1133,151.86,0.1311,4500,17,5457
1041149,PA,INDIVIDUAL,3 years,Phill Razitano,C,RENT,2021-11-11,2021-2-16,2021-12-14,Fully Paid,2022-1-14,1271362,credit card,C2, 36 months,Not Verified,24000,0.246,92.64,0.1427,2700,9,3335
777217,CA,INDIVIDUAL,3 years,Chamber of Commerce Mountain View,C,RENT,2021-6-11,2021-8-13,2021-8-13,Fully Paid,2021-9-13,979682,credit card,C2, 36 months,Not Verified,81000,0.1847,678.61,0.1349,20000,16,24029
1046854,CA,INDIVIDUAL,3 years,gad light,C,RENT,2021-12-11,2021-9-15,2021-3-13,Fully Paid,2021-4-13,1277711,credit card,C2, 36 months,Not Verified,75000,0.2456,411.71,0.1427,12000,24,13788
494235,WA,INDIVIDUAL,3 years,"Daptiv, Inc.",C,RENT,2021-3-10,2021-12-15,2021-12-11,Fully Paid,2022-1-11,632677,credit card,C3, 36 months,Not Verified,77000,0.132,597.07,0.1348,17600,24,20738
490130,IL,INDIVIDUAL,3 years,C.H. Robinson Worldwide in,C,RENT,2021-3-10,2021-5-15,2021-3-13,Fully Paid,2021-4-13,625662,credit card,C5, 36 months,Not Verified,50000,0.1373,548.55,0.1422,16000,10,19749
455737,VA,INDIVIDUAL,3 years,U.S. Bureau of Economic Analysis,C,RENT,2021-11-9,2021-11-12,2021-11-12,Fully Paid,2021-12-12,511310,credit card,C5, 36 months,Not Verified,60000,0.1628,411.67,0.1426,12000,8,14821
608056,VA,INDIVIDUAL,3 years,American Chemical Society,C,RENT,2021-11-10,2021-2-14,2021-9-13,Fully Paid,2021-10-13,779979,credit card,C5, 36 months,Not Verified,113000,0.2388,340.42,0.1372,10000,24,12262
608687,NJ,INDIVIDUAL,3 years,Livingston Services,C,RENT,2021-11-10,2021-11-13,2021-11-13,Fully Paid,2021-12-13,780816,credit card,C5, 36 months,Not Verified,24000,0.1845,212.77,0.1372,6250,14,7660
462526,NY,INDIVIDUAL,3 years,JPMorgan Chase,C,RENT,2021-11-9,2021-7-15,2021-6-12,Fully Paid,2021-7-12,578657,credit card,C5, 36 months,Not Verified,70000,0.1848,274.45,0.1426,8000,35,9814
782417,CA,INDIVIDUAL,4 years,Far Niente Winery Inc,C,RENT,2021-6-11,2021-9-15,2021-7-14,Fully Paid,2021-8-14,985404,credit card,C1, 36 months,Not Verified,62000,0.097,242.57,0.1299,7200,13,8732
487873,NY,INDIVIDUAL,4 years,"Levine Plotkin & Menin, LLP",C,RENT,2021-2-10,2021-4-16,2021-5-12,Fully Paid,2021-6-12,622029,credit card,C1, 36 months,Not Verified,50000,0.2052,169.51,0.1273,5050,33,6007
1035619,OH,INDIVIDUAL,4 years,Cardinal Health,C,RENT,2021-11-11,2021-3-12,2021-3-12,Fully Paid,2021-4-12,1265269,credit card,C2, 36 months,Not Verified,93000,0.0764,205.86,0.1427,6000,15,6209
486414,CA,INDIVIDUAL,4 years,Record Searchlight,C,RENT,2021-2-10,2021-5-16,2021-10-10,Fully Paid,2021-11-10,619894,credit card,C2, 36 months,Not Verified,30000,0.098,47.25,0.1311,1400,11,1460
409404,GA,INDIVIDUAL,4 years,"Bavarian Soundwerks, LLC",C,RENT,2021-6-9,2021-8-12,2021-6-12,Fully Paid,2021-7-12,460127,credit card,C3, 36 months,Not Verified,42000,0.1949,357.97,0.1316,10600,18,12887
564237,LA,INDIVIDUAL,4 years,Doyle Electric,C,RENT,2021-8-10,2021-4-16,2021-9-12,Fully Paid,2021-10-12,726008,credit card,C3, 36 months,Not Verified,35000,0.205,495.44,0.1398,14500,17,17409
502426,MD,INDIVIDUAL,4 years,"PNC Bank, N.A.",C,RENT,2021-4-10,2021-5-13,2021-5-13,Fully Paid,2021-6-13,646104,credit card,C5, 36 months,Not Verified,70000,0.1987,325.7,0.1422,9500,35,11747
531858,CA,INDIVIDUAL,5 years,Swank Audio Visuals,C,RENT,2021-6-10,2021-6-13,2021-7-13,Fully Paid,2021-8-13,687546,credit card,C1, 36 months,Not Verified,67000,0.0888,405.66,0.1323,12000,15,14605
1040151,NJ,INDIVIDUAL,5 years,malouf ford-lincoln,C,RENT,2021-11-11,2021-5-16,2021-12-14,Fully Paid,2022-1-14,1270526,credit card,C1, 36 months,Not Verified,58000,0.1097,593.79,0.1349,17500,10,21376
389554,CA,INDIVIDUAL,5 years,a2z business systems,C,RENT,2021-4-9,2021-5-16,2021-4-11,Fully Paid,2021-5-11,423882,credit card,C2, 36 months,Not Verified,65000,0.0665,504.27,0.1284,15000,18,17480
516176,CA,INDIVIDUAL,5 years,,C,RENT,2021-5-10,2021-12-13,2021-6-13,Fully Paid,2021-7-13,667129,credit card,C2, 36 months,Not Verified,20000,0.1758,118.12,0.1311,3500,16,4252
555364,FL,INDIVIDUAL,5 years,carey limousine,C,RENT,2021-7-10,2021-8-13,2021-8-13,Fully Paid,2021-9-13,715247,credit card,C3, 36 months,Not Verified,50000,0.1632,341.68,0.1398,10000,16,12302
515981,CA,INDIVIDUAL,5 years,RBC Records,C,RENT,2021-5-10,2021-5-12,2021-5-12,Fully Paid,2021-6-12,666932,credit card,C4, 36 months,Not Verified,40800,0.2494,163.71,0.1385,4800,15,5731
499197,CA,INDIVIDUAL,5 years,Gold Medal Wine Club,C,RENT,2021-4-10,2021-5-16,2021-4-12,Fully Paid,2021-5-12,640602,credit card,C4, 36 months,Not Verified,87000,0.1295,682.08,0.1385,20000,20,23972
407315,GA,INDIVIDUAL,5 years,burger king,C,RENT,2021-5-9,2021-8-15,2021-8-11,Fully Paid,2021-9-11,456482,credit card,C5, 36 months,Not Verified,39000,0.2319,224.9,0.1379,6600,9,7960
516449,CA,INDIVIDUAL,6 years,"Systems XT, Inc.",C,RENT,2021-5-10,2021-5-13,2021-6-13,Fully Paid,2021-7-13,667490,credit card,C2, 36 months,Not Verified,76000,0.1431,269.98,0.1311,8000,15,9719
624230,TX,INDIVIDUAL,6 years,"Mucasey & Associates, Architects, inc.",C,RENT,2021-12-10,2021-4-12,2021-4-12,Fully Paid,2021-5-12,799990,credit card,C4, 36 months,Not Verified,65000,0.1497,287.84,0.1335,8500,12,9682
1042844,CA,INDIVIDUAL,8 years,beach house mkt inc,C,RENT,2021-12-11,2021-3-15,2021-12-14,Fully Paid,2022-1-14,1273139,credit card,C1, 36 months,Not Verified,45000,0.1571,319.8,0.1349,9425,31,11513
512424,MA,INDIVIDUAL,8 years,,C,RENT,2021-5-10,2021-2-13,2021-2-13,Fully Paid,2021-3-13,662055,credit card,C3, 36 months,Not Verified,75000,0.1251,254.44,0.1348,7500,21,9144
825091,CA,INDIVIDUAL,9 years,David Hayman Jewellers,C,RENT,2021-7-11,2021-2-13,2021-2-13,Fully Paid,2021-3-13,1033851,credit card,C2, 36 months,Not Verified,20000,0.1848,152.69,0.1349,4500,5,5225
504750,MA,INDIVIDUAL,9 years,Charles River Laboratories,C,RENT,2021-4-10,2021-5-16,2021-5-13,Fully Paid,2021-6-13,650060,credit card,C2, 36 months,Not Verified,90000,0.2373,607.41,0.1311,18000,11,21868
486910,WI,INDIVIDUAL,9 years,Industrial Combustion,C,RENT,2021-2-10,2021-3-13,2021-3-13,Fully Paid,2021-4-13,620610,credit card,C2, 36 months,Not Verified,40000,0.1131,472.43,0.1311,14000,17,17008
373384,CA,INDIVIDUAL,< 1 year,Gouvis Engineering,C,RENT,2021-2-9,2021-2-15,2021-2-12,Fully Paid,2021-3-12,393363,credit card,C1, 36 months,Not Verified,47840,0.2059,301.2,0.1253,9000,11,10843
306729,TX,INDIVIDUAL,< 1 year,IDEA Public Schools,C,RENT,2021-4-8,2021-6-14,2021-4-11,Fully Paid,2021-5-11,306302,credit card,C1, 36 months,Not Verified,39000,0.148,262.03,0.1103,8000,9,9433
1032120,WI,INDIVIDUAL,< 1 year,Aurora Health Care,C,RENT,2021-11-11,2021-5-16,2021-8-13,Fully Paid,2021-9-13,1261753,credit card,C1, 36 months,Not Verified,29000,0.0848,217.16,0.1349,6400,16,7508
494137,CA,INDIVIDUAL,< 1 year,"Zinio, LLC",C,RENT,2021-3-10,2021-9-13,2021-3-13,Fully Paid,2021-4-13,632468,credit card,C1, 36 months,Not Verified,42000,0.2234,100.7,0.1273,3000,13,3626
679974,NY,INDIVIDUAL,< 1 year,"dotSyntax, LLC",C,RENT,2021-2-11,2021-11-15,2021-3-14,Fully Paid,2021-4-14,868635,credit card,C2, 36 months,Not Verified,49920,0.0743,242.81,0.1306,7200,7,8741
786975,CA,INDIVIDUAL,< 1 year,Adecco,C,RENT,2021-6-11,2021-10-12,2021-10-12,Fully Paid,2021-11-12,990465,credit card,C2, 36 months,Not Verified,86400,0.1408,271.45,0.1349,8000,23,9055
555047,NY,INDIVIDUAL,< 1 year,Crossix Solutions,C,RENT,2021-8-10,2021-5-16,2021-2-13,Fully Paid,2021-3-13,714873,credit card,C2, 36 months,Not Verified,60000,0.109,305.9,0.1361,9000,21,10943
369555,MA,INDIVIDUAL,< 1 year,Brookline Bank,C,RENT,2021-12-8,2021-1-16,2021-8-9,Fully Paid,2021-9-9,385516,credit card,C2, 36 months,Not Verified,66996,0.1553,470.66,0.1284,14000,30,14976
298649,MO,INDIVIDUAL,< 1 year,,C,RENT,2021-3-8,2021-9-14,2021-4-11,Fully Paid,2021-5-11,298568,credit card,C3, 36 months,Not Verified,120000,0.0813,330.53,0.1166,10000,9,11899
426527,NJ,INDIVIDUAL,< 1 year,TD Bank,C,RENT,2021-11-9,2021-8-15,2021-9-11,Fully Paid,2021-10-11,463633,credit card,C3, 36 months,Not Verified,16000,0.0735,271.75,0.1357,8000,17,9437
473686,CA,INDIVIDUAL,< 1 year,,C,RENT,2021-1-10,2021-9-13,2021-5-11,Fully Paid,2021-6-11,598844,credit card,C4, 36 months,Not Verified,108000,0.0462,682.74,0.1392,20000,6,23048
404310,DE,INDIVIDUAL,< 1 year,JPMorgan Chase & Co.,C,RENT,2021-5-9,2021-8-14,2021-9-11,Fully Paid,2021-10-11,450593,credit card,C4, 36 months,Not Verified,48000,0.0708,101.77,0.1347,3000,5,3614
631924,GA,INDIVIDUAL,< 1 year,Northside Hospital,C,RENT,2021-12-10,2021-12-13,2021-1-14,Fully Paid,2021-2-14,809528,credit card,C4, 36 months,Not Verified,52000,0.1634,406.36,0.1335,12000,13,14630
389918,MO,INDIVIDUAL,< 1 year,Imagine College Prep High School,C,RENT,2021-4-9,2021-8-11,2021-8-11,Fully Paid,2021-9-11,424550,credit card,C5, 36 months,Not Verified,34500,0.1471,340.76,0.1379,10000,9,12131
342948,CA,INDIVIDUAL,< 1 year,,C,RENT,2021-4-8,2021-4-11,2021-4-11,Fully Paid,2021-5-11,342945,credit card,C5, 36 months,Not Verified,35300,0.1496,166.77,0.1229,7500,20,6004
645882,AZ,INDIVIDUAL,1 year,Enterprise Holdings Inc.,C,RENT,2021-1-11,2021-1-14,2021-1-14,Fully Paid,2021-2-14,826408,credit card,C2, 36 months,Not Verified,40000,0.2172,301.56,0.1261,9000,12,10856
568504,CA,INDIVIDUAL,2 years,Silicon Valley Bank,C,RENT,2021-8-10,2021-5-16,2021-11-12,Fully Paid,2021-12-12,731356,credit card,C5, 36 months,Not Verified,55000,0.1381,310.76,0.1472,9000,22,10987
364009,IL,INDIVIDUAL,3 years,Grumman Butkus Associates,C,RENT,2021-11-8,2021-7-10,2021-7-10,Fully Paid,2021-8-10,366249,credit card,C1, 36 months,Not Verified,68000,0.0529,99.33,0.1178,3000,13,3414
1035812,NJ,INDIVIDUAL,3 years,Promisecare nj,C,RENT,2021-11-11,2021-5-16,2021-4-12,Fully Paid,2021-5-12,1265448,credit card,C2, 36 months,Not Verified,72000,0.164,411.71,0.1427,12000,20,12552
442128,CA,INDIVIDUAL,8 years,State of California,C,RENT,2021-9-9,2021-3-15,2021-6-11,Fully Paid,2021-7-11,536873,credit card,C1, 36 months,Not Verified,29004,0.1051,201.8,0.1287,6000,9,6988
604291,PA,INDIVIDUAL,< 1 year,UPMC Presbyterian Shadyside,C,RENT,2021-10-10,2021-5-16,2021-11-13,Fully Paid,2021-12-13,775294,credit card,C1, 36 months,Not Verified,35880,0.1258,153.3,0.1223,4600,15,5519
666244,MA,INDIVIDUAL,2 years,Archstone Apartments,C,RENT,2021-2-11,2021-5-12,2021-5-12,Fully Paid,2021-6-12,851805,credit card,C1, 36 months,Not Verified,32000,0.1121,129.13,0.1268,3850,18,4331
318381,NY,INDIVIDUAL,3 years,"Marks Paneth & Shron, LLP",C,RENT,2021-4-8,2021-8-13,2021-4-11,Fully Paid,2021-5-11,318348,credit card,C1, 36 months,Not Verified,70000,0.0137,108.09,0.1103,3300,8,3906
